Date/Time,Action,Table Name / Player / Tournament #,Game,Payment method,Account Currency,Amount,Accrued StarsCoin,T Money,W Money,Balance,Total Accrued StarsCoin After this Transaction,T Money,W Money,Amount_clean,Amount_numeric
2025/09/22 8:02 PM,Tournament Registration,3929499044,"PL Courchevel Buy-In: 1.96/0.24 $2.20 PL Courchevel Hi/Lo [6-Max, Turbo], #PrizeGuaranteedShort# Gtd",,USD,(2.20),0.00,0.00,0.00,71.80,0.00,0.00,0.00,-2.20,-2.2
2025/09/22 8:45 PM,Tournament Interim Payout,3929499044,,,USD,3.84,0.00,0.00,0.00,75.64,0.00,0.00,0.00,3.84,3.84
2025/09/22 9:53 PM,Tournament Won,3929499044,"PL Courchevel Buy-In: 1.96/0.24 $2.20 PL Courchevel Hi/Lo [6-Max, Turbo], #PrizeGuaranteedShort# Gtd",,USD,19.59,0.00,0.00,0.00,95.23,0.00,0.00,0.00,19.59,19.59
2025/09/23 12:17 PM,Tournament Registration,3922277521,"PL Omaha Buy-In: 4.90/0.60 WCOOP 83-L: $5.50 PLO8 [6-Max], #PrizeGuaranteedShort# Gtd",,USD,(5.50),0.00,0.00,0.00,89.73,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 12:44 PM,Tournament Re-entry,3922277521,,,USD,(5.50),0.00,0.00,0.00,84.23,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 12:45 PM,Tournament Registration,3929498946,"PL Courchevel Buy-In: 3.92/0.48 $4.40 PL Courchevel Hi/Lo [6-Max, Progressive KO], #PrizeGuaranteedShort# Gtd",,USD,(4.40),0.00,0.00,0.00,79.83,0.00,0.00,0.00,-4.40,-4.4
2025/09/23 1:04 PM,Tournament Re-entry,3922277521,,,USD,(5.50),0.00,0.00,0.00,74.33,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 1:37 PM,Tournament Re-entry,3922277521,,,USD,(5.50),0.00,0.00,0.00,68.83,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 1:44 PM,Tournament Re-entry,3922277521,,,USD,(5.50),0.00,0.00,0.00,63.33,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 1:55 PM,Tournament Re-entry,3922277521,,,USD,(5.50),0.00,0.00,0.00,59.83,0.00,0.00,0.00,-5.50,-5.5
2025/09/23 1:56 PM,Tournament Re-entry,3929498946,,,USD,(4.40),0.00,0.00,0.00,55.43,0.00,0.00,0.00,-4.40,-4.4
2025/09/23 2:55 PM,Tournament Interim Payout,3922277521,,,USD,9.16,0.00,0.00,0.00,64.59,0.00,0.00,0.00,9.16,9.16
2025/09/23 4:32 PM,Tournament Registration,3929498375,"PL Omaha Buy-In: 2.94/0.36 Hot KOmania $3.30 PLO8 [8-Max, Turbo, Progressive KO], #PrizeGuaranteedShort# Gtd",,USD,(3.30),0.00,0.00,0.00,61.29,0.00,0.00,0.00,-3.30,-3.3
2025/09/23 6:30 PM,Tournament Won,3922277521,"PL Omaha Buy-In: 4.90/0.60 WCOOP 83-L: $5.50 PLO8 [6-Max], #PrizeGuaranteedShort# Gtd",,USD,71.44,0.00,0.00,0.00,132.73,0.00,0.00,0.00,71.44,71.44
2025/09/23 7:21 PM,Tournament Registration,3929499045,"PL Courchevel Buy-In: 1.96/0.24 $2.20 PL Courchevel Hi/Lo [6-Max, Turbo], #PrizeGuaranteedShort# Gtd",,USD,(2.20),0.00,0.00,0.00,130.53,0.00,0.00,0.00,-2.20,-2.2
2025/09/23 7:50 PM,Tournament Re-entry,3929499045,,,USD,(2.20),0.00,0.00,0.00,128.33,0.00,0.00,0.00,-2.20,-2.2
